ticker,field,value
BUSE UW,CIE_DES,"First Busey Corporation provides banking services. The Bank offers commercial, retail, and correspondent banking, as well as trust, insurance, wealth management, e-banking, securities, real estate, and travel services. First Busey serves customers in the State of Illinois."
CHRS UQ,CIE_DES,"Coherus Biosciences, Inc. operates as a biopharmaceutical company. The Company develops biosimilar therapeutics to aid patients."
CHS UN,CIE_DES,"Chico's FAS, Inc. sells private label women's casual clothing and related accessories. The Company's clothing includes tops, pants, shorts, skirts, and dresses. Chico's owns and operates stores throughout the United States."
CHUY UW,CIE_DES,"Chuy's Holdings, Inc. operates as a full-service restaurant. The Company offers an enchiladas, fajitas, tacos, burritos, and combination platters, complemented by a variety of appetizers, soups and salads, as well as a variety of homemade sauces. Chuy's Holdings serves customers in the United States."
CHX UW,CIE_DES,Championx Corporation provides energy solutions. The Company focuses on upstream & midstream oilfield technology such as chemistry programs and drilling activities. Championx serves customers worldwide.
CIFR UW,CIE_DES,Cipher Mining Inc. provides financial services. The Company offers Bitcoin mining services. Cipher Mining serves customers worldwide.
CIM UN,CIE_DES,"Chimera Investment Corporation is a specialty finance company. The Company invests in residential mortgage loans, residential mortgage-backed securities, real estate-related securities, and various other asset classes."
CIO UN,CIE_DES,"City Office REIT, Inc. acquires, owns and operates office properties. The Company invests in properties located in metropolitan areas in the Southern and Western United States."
CIR UN,CIE_DES,"CIRCOR International, Inc. provides flow control products and services. The Company offers valves, instrumentation, actuation, pumps, motors, and regulators. CIRCOR International serves industrial, aerospace, and defense markets worldwide."
CISO UR,CIE_DES,"CISO Global, Inc. provides cyber security software solutions. The Company offers integrating compliance and security solutions to assist in safeguarding data, financial information, intellectual property, and business assets. CISO Global serves customers worldwide."
CIVB UR,CIE_DES,"Civista Bancshares, Inc. operates as a holding company. The Company, through its subsidiaries, offers banking, borrowing, and management services. Civista Bancshares serves customers in the United States."
CCO UN,CIE_DES,"Clear Channel Outdoor Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, provides out-of-home display advertising such as digital billboards, posters, panels, wallscapes, and mobile advertising services. Clear Channel Outdoor Holdings serves customers in the United States."
CCOI UW,CIE_DES,"Cogent Communications Holdings, Inc. operates as a next generation optical Internet service provider focused on delivering ultra-high speed Internet access and transport services. The Company serves businesses in the multi-tenant marketplace and service providers located in major metropolitan areas across the United States."
CCRN UW,CIE_DES,"Cross Country Healthcare, Inc. provides healthcare staffing services in the United States. The Company offers travel nurse and allied health, per diem nurse, and clinical research trials staffing. Cross Country Healthcare provides placement of allied healthcare professionals such as radiology technicians and rehabilitation therapists."
CCS UN,CIE_DES,"Century Communities, Inc. operates as a home building and construction company. The Company offers acquisition, development, construction, marketing, sale and management services for various residential projects. Century Communities serves clients in the United States."
CCSI UW,CIE_DES,"Consensus Cloud Solutions, Inc. provides software solutions. The Company software-as-a-service platform enables to access, process, and exchange analytics-ready data across organizational, regional, and national boundaries. Consensus Cloud Solutions serves customers worldwide."
CDE UN,CIE_DES,"Coeur Mining, Inc. operats as a mining company. The Company explores, develops, operates, and owns silver and gold mining properties. Coeur Mining serves customers globally."
CDLX UQ,CIE_DES,"Cardlytics, Inc. provides transaction-driven marketing solutions. The Company offers software that analyzes and reports customers based on their purchasing history. Cardlytics serves customers throughout the United States."
CDMO UR,CIE_DES,"Avid Bioservices, Inc. operates as a pharmaceutical company. The Company focuses on development and manufacturing of biopharmaceutical products derived from mammalian cell culture, as well as provides clinical and commercial manufacturing services. Avid Bioservices serves customers in the United States."
CDNA UQ,CIE_DES,"CareDx, Inc. develops, markets, and delivers a diagnostic surveillance solution for heart transplant recipients. The Company aims to transform long-term patient care in transplantation by offering novel surveillance management solutions."
CDRE UN,CIE_DES,"Cadre Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, manufactures and distributes safety and survivability equipment for first responders. Cadre Holdings serves customers worldwide."
CLSK UR,CIE_DES,"CleanSpark, Inc. develops renewable energy projects. The Company manages, constructs, installs, and maintains power plan projects. CleanSpark serves clients in the United States."
