ticker,NAME,CIE_DES,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME,GICS_INDUSTRY_NAME,GICS_SUB_INDUSTRY_NAME
HAS UW,HASBRO INC,"Hasbro, Inc. designs, manufactures, and markets toys, games, interactive software, puzzles, and infant products. The Company's products include a variety of games, including traditional board, card, hand-held electronic, trading card, role-playing, and DVD games, as well as electronic learning aids and puzzles. Hasbro serves customers in the United States.",Consumer Discretionary,Consumer Durables & Apparel,Leisure Products,Leisure Products
HASI UN,HANNON ARMSTRONG SUSTAINABLE,"Hannon Armstrong Sustainable Infrastructure Capital, Inc. provides debt and equity financing to the energy efficiency and renewable energy markets. The Company focuses on providing preferred or senior level capital to established sponsors and high credit quality obligors for assets that generate long-term, recurring and predictable cash flows.",Financials,Financial Services,Mortgage Real Estate Investmen,Mortgage REITs
HAYN UW,HAYNES INTERNATIONAL INC,"Haynes International, Inc. develops, manufactures, and markets high performance alloys, primarily for use in the aerospace and chemical processing industries. The Company offers sheets, plates, wires, pipes and tubing, bars, billets, fitting, and flanges. Haynes International markets its products worldwide.",Materials,Materials,Metals & Mining,Steel
HAYW UN,HAYWARD HOLDINGS INC,"Hayward Holdings, Inc. operates as a holding company. The Company, through its subsidiaries, designs, markets, and manufactures residential pool equipment including pumps, filters, heaters, heat pumps, cleaners, electronic control systems, lighting, safety equipment, flow control products, industrial flow control valves, and components. Hayward Holdings serves customers worldwide.",Industrials,Capital Goods,Building Products,Building Products
HBAN UW,HUNTINGTON BANCSHARES INC,"Huntington Bancshares Incorporated of Ohio, is a multi-state bank holding company. The Company, through its subsidiaries, provides commercial and consumer banking, mortgage banking, automobile financing, equipment leasing, investment management, trust, brokerage, customized insurance programs, and other financial products and services.",Financials,Banks,Banks,Regional Banks
HBCP UW,HOME BANCORP INC,"Home Bancorp Inc. is a federally chartered mutual savings bank. The Bank offers a variety of deposit and loan products, primarily to individuals, families, and small to mid-sized businesses.",Financials,Banks,Banks,Regional Banks
HBI UN,HANESBRANDS INC,"Hanesbrands, Inc. manufactures apparels and clothing products. The Company produces underwear, t-shirts, sport shirts, socks, bras, thermals, sweatshirts, sleepwear, and shoes for men, women, and children. Hanesbrands serves clients in the State of North Carolina.",Consumer Discretionary,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goo","Apparel, Accessories & Luxury"
HBNC UW,HORIZON BANCORP INC/IN,"Horizon Bancorp is the holding company for Horizon Bank, N.A. and its wholly-owned subsidiaries. The Bank and its subsidiaries provide commercial and retail banking, investment management services, commercial and personal property and casualty insurance services, retail lending, and insurance credit life sales. Horizon Bank operates in LaPorte and Porter counties, Indiana.",Financials,Banks,Banks,Regional Banks
HBT UW,HBT FINANCIAL INC/DE,"HBT Financial, Inc. operates as a bank. The Company offers financial services such as wealth management, insurance, loans, credit cards, payment, money transfer, and other related solutions. HBT Financia serves customers in the State of Illinois.",Financials,Banks,Banks,Regional Banks
HCA UN,HCA HEALTHCARE INC,"HCA Healthcare, Inc. offers health care services. The Hospital provides diagnosis, treatments, consultancy, nursing, surgeries, and other services, as well as medical education, physician resource center, and training programs. HCA Healthcare serves patients in the United States.",Health Care,Health Care Equipment & Servic,Health Care Providers & Servic,Health Care Facilities
HCAT UW,HEALTH CATALYST INC,"Health Catalyst, Inc. provides software solutions. The Company designs, develops, and delivers healthcare software solutons for hospitals to manage operational, financial, clinical, and research data. Health Catalyst serves customers in the State of Utah.",Health Care,Health Care Equipment & Servic,Health Care Technology,Health Care Technology
HCC UN,WARRIOR MET COAL INC,"Warrior Met Coal, Inc. provides coal mining services. The Company produces and exports metallurgical coal for the steel industry. Warrior Met Coal serves customers in the United States, Europe, Asia, and South America.",Materials,Materials,Metals & Mining,Steel
HCCI UW,HERITAGE-CRYSTAL CLEAN INC,"Heritage-Crystal Clean, Inc. provides cleaning services. The Company offers parts cleaning, solvent disposal management, used oil collection, oil re-refinery, field, aqua filtration, and vacuum truck services. Heritage-Crystal Clean serves customers in the United States.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Environmental & Facilities Ser
HCI UN,HCI GROUP INC,"HCI Group, Inc. operates as a holding company. The Company, through its subsidiaries, engages in a various business activities such as property and casualty insurance, re-insurance, real estate, and information technology. HCI Group serves clients in the State of Florida.",Financials,Insurance,Insurance,Property & Casualty Insurance
HCKT UW,HACKETT GROUP INC/THE,"The Hackett Group, Inc. provides business consulting and technology implementation services. The Company offers best practice research, benchmarking, business transformation, and working capital management services. Hackett Group has offices in cities throughout the United States, Europe, and India.",Information Technology,Software & Services,IT Services,IT Consulting & Other Services
HCSG UW,HEALTHCARE SERVICES GROUP,"Healthcare Services Group, Inc. provides housekeeping, laundry, linen, facility maintenance, and food services. The Company offers its services to the health care industry, including nursing homes, retirement complexes, rehabilitation centers, and hospitals. Healthcare Services operates in the United States and Canada.",Industrials,Commercial & Professional Serv,Commercial Services & Supplies,Diversified Support Services
HD UN,HOME DEPOT INC,"The Home Depot, Inc. is a home improvement retailer. The Company offers wide range of building materials, home improvement, lawn, and garden products, as well as provides DYI ideas, installation, repair, and other services. Home Depot serves customers worldwide.",Consumer Discretionary,Consumer Discretionary Distrib,Specialty Retail,Home Improvement Retail
HDSN UR,HUDSON TECHNOLOGIES INC,"Hudson Technologies, Inc. operates as a provider of solutions for commercial and industrial chiller plants and refrigeration systems. The Company offers cloud-based managed software as a service for continuous monitoring, fault detection, diagnostics, and real-time optimization of chilled water plants. Hudson Technologies serves customers in the United States.",Industrials,Capital Goods,Trading Companies & Distributo,Trading Companies & Distributo
HE UN,HAWAIIAN ELECTRIC INDS,"Hawaiian Electric Industries, Inc. is a diversified holding company that delivers a variety of services to the people of Hawaii. The Company's subsidiaries offer electric utilities, savings banks, and other businesses, primarily in the state of Hawaii.",Utilities,Utilities,Electric Utilities,Electric Utilities
HEAR UQ,TURTLE BEACH CORP,"Turtle Beach Corporation operates as a sound technology company. The Company designs and markets audio peripherals for video game consoles, personal computers, and mobile devices. Turtle Beach serves customers in the United States and the United Kingdom.",Information Technology,Technology Hardware & Equipmen,"Technology Hardware, Storage &","Technology Hardware, Storage &"
